,Supermere_2D_S7,Supermere_2D_S8,Supermere_2D_S9,Supermere_3D_S16,Supermere_3D_S17,Supermere_3D_S18,Supermere_FPLC_S23,Supermere_FPLC_S24,Supermere_FPLC_S25,Supermere_FPLC_S26,S1_DiFi_FPLC_2uL,S2_DiFi_His_2uL,S3_CCCR_FPLC_2uL,S4_CCCR_His_2uL
PABPC1,4.6379383992635,4.65115831120052,4.50362313182852,4.62615530720111,4.57145184074501,4.65365655765748,4.34370462051082,4.25507849809621,4.58472512190401,3.26766758549116,4.79864827802276,4.83281363994942,4.22269306995326,4.19696541262012
NAGLU,3.73994096057909,4.09462213849059,3.75597511953115,4.30441272035434,4.19455846817798,4.71025573843205,4.61475322936219,4.81463328128911,4.86325880907573,5.46448525955911,5.02531699554732,4.83281363994942,2.96280221005881,4.62329400757067
ENO2,1.79583841036722,1.47880337355778,2.77359226354915,4.73713164966327,4.62569971479279,4.76471801527357,4.61475322936219,4.4468234298324,4.36381789964366,4.69675350651414,6.23230170364803,5.16984804861902,7.23381232782753,5.02362273599417
YWHAH,4.12772790829279,3.93521424962126,4.21056448999441,4.15251267662574,4.26461401992626,4.0970716835637,4.40214153567914,4.32186543304007,4.36381789964366,4.26459243231498,5.33835777963731,4.47565783689629,5.12853429293766,4.79696315513653
TAGLN2,3.8262858305465,4.30490036632992,4.21056448999441,4.44183192522467,4.51508418404206,4.46917649024981,4.71035796969861,4.98916164523612,4.77625529630082,5.02885903146385,4.52960568260306,3.08739300188541,4.74557073913876,4.06730666883819
SSB,4.68491520564975,4.97186392020649,4.99360403504851,4.23046095285169,4.12092670738867,4.00957143200743,4.51236044834734,4.56181572041228,4.58472512190401,3.64476072173517,4.62497109130796,3.9999257955625,4.41880416591194,4.31592623478702
CTSB,3.73994096057909,3.65725525038434,3.92392931468173,4.62615530720111,4.26461401992626,4.25759936039531,3.85089865728927,3.86500898675643,3.95223993047539,4.52711367474365,4.19861812597937,3.9999257955625,5.98928859793352,6.4802520403236
HADH,4.12772790829279,4.01711875952416,4.33501710622977,4.68271029375163,4.39527788896277,4.65365655765748,4.45830329821357,3.9519167873388,4.42229588705135,4.33483516071531,5.33835777963731,5.35747478365931,3.8671785171225,3.38660193243663
TLN1,6.26328374240735,6.17965004588742,5.87151924047698,4.56729253781084,4.62569971479279,4.81719889265512,3.09656686713733,3.56762411237549,3.69196718812032,0.970107555577958,4.19861812597937,4.39224204046228,4.81687984497183,4.19696541262012
UGP2,2.75881510914874,3.02656962360087,2.58594139324158,4.15251267662574,4.39527788896277,4.40204027147015,5.27683315324988,5.31842470397621,5.32835028913916,6.22577564720984,5.28094911618297,5.11886419899052,3.5697570737608,3.58915210607507
DSG2,4.68491520564975,4.97186392020649,4.6545701756865,4.56729253781084,4.57145184074501,4.59474591163671,4.51236044834734,4.4468234298324,4.53258787840614,3.26766758549116,4.42748739122745,3.28533118563263,4.32407832263601,4.06730666883819
HSPE1,3.55000735441012,3.65725525038434,4.0743538223847,4.93635179230109,5.39222556147762,5.09737093109336,5.30773281751927,5.38240525817388,5.44576908500026,3.85058071257757,5.49803084076277,3.08739300188541,3.5697570737608,2.05409420013722
LAP3,3.64809754388623,4.01711875952416,4.0743538223847,4.56729253781084,4.4564243195121,4.46917649024981,4.45830329821357,4.76749037574357,4.98465322986051,4.84852842362986,4.31758648745847,4.9541197121943,4.11364078561529,3.1508960348579
XRCC6,5.18723190695324,5.09012215322045,5.52471102297496,4.30441272035434,4.39527788896277,4.53332693526043,3.09656686713733,3.77252837041976,3.69196718812032,3.94343374045177,4.31758648745847,4.47565783689629,4.22269306995326,3.92483407018895
OLA1,4.73041047552862,4.70157368473307,4.60598839746596,4.15251267662574,3.87438143225559,4.17956709654657,4.08295191732015,4.11144617124736,4.42229588705135,3.26766758549116,4.71442159914491,4.39224204046228,4.41880416591194,4.79696315513653
APLP2,4.31855680513265,4.54471301847084,3.34683393700941,5.76325400331911,5.82207116896186,5.62470952793728,4.28280040522502,4.50546497727118,4.58472512190401,4.40181607138109,3.76835394492991,3.08739300188541,3.19466101030515,3.1508960348579
ARSA,3.33122231971088,3.84837850740358,3.34683393700941,4.30441272035434,4.04333388556038,4.25759936039531,4.45830329821357,4.61604792906374,4.53258787840614,5.02885903146385,4.95364610918823,4.8947412723986,4.11364078561529,4.62329400757067
SELENBP1,5.55910050763657,5.51347067823145,5.38772757784909,4.15251267662574,4.33142471590279,4.33162671797723,4.28280040522502,4.4468234298324,4.23923134879727,4.33483516071531,5.49803084076277,4.39224204046228,2.34420950104055,1.36536450103624
C1QBP,3.20798235977364,3.55127575438274,3.92392931468173,4.37475788182817,4.4564243195121,4.17956709654657,4.96417832980291,4.61604792906374,4.94531255448226,5.02885903146385,5.44674526629005,3.88256926416918,3.99566630003699,3.58915210607507
GDA,3.73994096057909,3.84837850740358,3.75597511953115,4.56729253781084,4.33142471590279,4.46917649024981,4.51236044834734,4.11144617124736,4.17265649339427,4.94150946297519,4.52960568260306,4.55451306838085,3.8671785171225,4.71274025418457
GRN,4.12772790829279,4.16817335250845,4.33501710622977,4.30441272035434,4.26461401992626,4.53332693526043,3.93246795663345,4.25507849809621,4.4784955844777,4.46582470286975,4.19861812597937,4.30370560441847,4.22269306995326,4.31592623478702
MAN2B1,2.35622457757371,1.47880337355778,3.34683393700941,4.37475788182817,4.39527788896277,4.25759936039531,4.96417832980291,4.66831514298034,4.90486895732129,5.26305239418153,4.62497109130796,5.26670944509818,4.94972259667932,4.95195458495737
PRDX4,2.75881510914874,2.66937237058984,2.77359226354915,4.56729253781084,4.51508418404206,4.91675878936705,4.40214153567914,4.76749037574357,4.77625529630082,5.36728154810242,4.62497109130796,4.76810807796149,4.11364078561529,4.71274025418457
PAICS,4.37694155349423,4.54471301847084,4.55571347988989,4.44183192522467,4.26461401992626,4.65365655765748,3.57422946304155,3.77252837041976,3.69196718812032,4.79968964035458,4.62497109130796,4.76810807796149,3.5697570737608,4.06730666883819
PEBP1,4.05806441314603,4.30490036632992,4.21056448999441,3.98271647697887,4.04333388556038,4.00957143200743,4.88443229712188,4.66831514298034,4.73070343442243,4.79968964035458,4.19861812597937,3.88256926416918,3.5697570737608,4.19696541262012
AZGP1,3.90775351066966,4.09462213849059,3.664046907934,4.50592560072479,4.57145184074501,4.59474591163671,4.71035796969861,4.38569690216851,4.4784955844777,4.74913943900482,4.95364610918823,2.85791276130325,4.67055287832251,3.1508960348579
MELTF,4.25770925331244,4.30490036632992,3.08849929500469,4.30441272035434,3.78185524220778,4.17956709654657,4.40214153567914,4.18504907148928,4.17265649339427,4.58590470920883,5.09359525749728,4.55451306838085,3.72611869406106,4.42582070520397
EIF4G1,3.07322314924793,3.55127575438274,3.92392931468173,3.44267489234056,3.87438143225559,3.81683549642601,4.56446504204112,4.25507849809621,4.36381789964366,4.64239347301001,4.62497109130796,4.9541197121943,4.67055287832251,5.09189851549475
CAPZA2,3.90775351066966,4.09462213849059,4.00110120739748,4.23046095285169,4.33142471590279,4.0970716835637,3.93246795663345,3.9519167873388,3.78404158811829,3.26766758549116,4.71442159914491,5.3128057950355,4.59141921398203,4.62329400757067
RPIA,3.73994096057909,4.01711875952416,3.92392931468173,3.98271647697887,3.78185524220778,4.33162671797723,4.34370462051082,4.32186543304007,4.4784955844777,4.74913943900482,4.87822774264808,4.39224204046228,3.72611869406106,3.766734328091
H4C1,4.25770925331244,3.75597948588324,3.92392931468173,4.37475788182817,4.57145184074501,4.25759936039531,4.00967112448003,3.9519167873388,3.95223993047539,4.84852842362986,4.0689504249173,3.75481421385341,4.11364078561529,4.42582070520397
GLOD4,3.64809754388623,3.65725525038434,3.56585998587379,3.98271647697887,3.87438143225559,3.91641962809647,4.28280040522502,4.18504907148928,3.87059057316192,4.52711367474365,4.95364610918823,4.62928066666994,4.11364078561529,4.95195458495737
FAH,3.07322314924793,2.85899769615491,2.77359226354915,4.37475788182817,3.96132947674934,4.0970716835637,4.28280040522502,4.11144617124736,4.30286906877823,4.52711367474365,4.42748739122745,4.62928066666994,4.88482969404354,5.77077831081318
ERP44,4.12772790829279,3.93521424962126,4.21056448999441,4.07011113047582,4.04333388556038,3.91641962809647,4.21921132336547,4.03388539871782,4.30286906877823,4.33483516071531,4.31758648745847,4.47565783689629,3.3943653313673,4.62329400757067
SEMA4B,4.05806441314603,3.84837850740358,3.46049946846037,4.23046095285169,4.26461401992626,4.17956709654657,4.40214153567914,3.86500898675643,4.17265649339427,4.58590470920883,3.76835394492991,4.20937849266566,4.32407832263601,4.52793344246309
CEACAM5,3.44475821908342,3.65725525038434,3.664046907934,4.8890660277546,5.03943712358959,5.00988938869079,4.7558849074534,4.61604792906374,4.63504372142169,5.40041583291235,3.92646700946729,3.9999257955625,1.89473910179792,2.86901391440014
G6PD,3.90775351066966,3.65725525038434,4.14406608441303,3.88968434814537,3.57683896563117,4.17956709654657,4.15268969831601,3.9519167873388,4.029514809433,3.40461247780794,4.52960568260306,4.10844989385587,5.12853429293766,5.09189851549475
SORD,4.89927263736643,5.1638973665303,4.91601905629984,4.23046095285169,3.68298581076959,4.17956709654657,3.57422946304155,3.32872237087975,3.37417170152042,1.54496666834525,5.22116099790494,5.52348452525305,3.72611869406106,4.06730666883819
FUCA2,3.73994096057909,3.55127575438274,4.00110120739748,3.3053399029244,3.46225764988683,3.59432192266927,4.15268969831601,4.03388539871782,3.95223993047539,4.11293134642858,3.92646700946729,4.70036361097552,5.07135796698214,5.81184331989005
CAPZA1,4.12772790829279,3.93521424962126,3.84239492811885,4.30441272035434,4.12092670738867,4.40204027147015,3.93246795663345,3.9519167873388,3.87059057316192,3.11634697017422,4.52960568260306,4.9541197121943,4.32407832263601,3.92483407018895
APEX1,4.37694155349423,4.54471301847084,4.39343610288359,3.44267489234056,3.57683896563117,3.81683549642601,3.67246702586082,4.25507849809621,3.87059057316192,4.19075386455819,4.62497109130796,5.01115055826398,3.99566630003699,3.38660193243663
PLCB3,4.25770925331244,4.59891716394691,4.00110120739748,4.50592560072479,4.57145184074501,4.40204027147015,4.80001899942407,4.50546497727118,4.68366628745239,5.07062742236231,4.19861812597937,3.4593596628752,2.68640964602462,1.36536450103624
THOP1,3.44475821908342,3.43688942971458,3.34683393700941,3.98271647697887,4.04333388556038,4.0970716835637,4.28280040522502,4.25507849809621,3.95223993047539,4.46582470286975,4.62497109130796,5.06601240171736,4.32407832263601,3.766734328091
EPHB2,3.73994096057909,3.84837850740358,3.664046907934,4.30441272035434,3.87438143225559,4.33162671797723,4.00967112448003,4.18504907148928,4.23923134879727,4.52711367474365,4.62497109130796,3.88256926416918,3.5697570737608,4.19696541262012
DDR1,4.19418193916621,4.23815598922913,3.22344120934214,3.79023698444984,3.68298581076959,3.70986437727204,4.00967112448003,4.03388539871782,3.87059057316192,4.52711367474365,4.52960568260306,3.88256926416918,4.41880416591194,4.87653924732405
PLBD2,3.20798235977364,3.55127575438274,3.34683393700941,4.15251267662574,3.68298581076959,4.17956709654657,4.51236044834734,4.32186543304007,4.42229588705135,4.46582470286975,5.15878761820372,2.24786502574996,5.38467872984049,4.31592623478702
PFN1,4.19418193916621,3.93521424962126,4.27413235447518,3.56806531410524,3.78185524220778,4.00957143200743,4.84284294683703,4.50546497727118,4.4784955844777,4.03067032928669,4.42748739122745,3.28533118563263,4.50769177428424,2.86901391440014
RBBP4,4.05806441314603,4.16817335250845,4.33501710622977,3.88968434814537,4.12092670738867,3.81683549642601,3.85089865728927,3.77252837041976,3.78404158811829,4.11293134642858,4.0689504249173,4.30370560441847,4.59141921398203,3.766734328091
XRCC5,5.21949855856809,5.09012215322045,5.17106697816111,4.07011113047582,4.33142471590279,4.33162671797723,2.5935622517618,3.9519167873388,3.95223993047539,3.11634697017422,3.76835394492991,4.47565783689629,3.99566630003699,2.51834436472457
ERAP1,1.79583841036722,1.47880337355778,0.875003141627423,4.44183192522467,4.19455846817798,4.71025573843205,4.66334739839805,4.66831514298034,4.58472512190401,5.29863872146175,4.52960568260306,4.30370560441847,5.38467872984049,5.59372495890403
STIP1,5.45453721610333,5.33334647515643,5.55061334059299,4.68271029375163,4.77718291262639,4.91675878936705,3.09656686713733,4.18504907148928,4.17265649339427,0.970107555577958,3.76835394492991,4.10844989385587,4.11364078561529,1.36536450103624
CORO1C,4.81731073452589,4.75028660454556,4.50362313182852,4.07011113047582,3.78185524220778,4.0970716835637,3.67246702586082,3.56762411237549,3.69196718812032,3.26766758549116,4.31758648745847,4.55451306838085,3.99566630003699,3.38660193243663
SERPINB6,2.92456714260332,3.02656962360087,3.08849929500469,4.07011113047582,4.12092670738867,3.81683549642601,3.93246795663345,4.03388539871782,3.95223993047539,4.33483516071531,4.95364610918823,4.30370560441847,4.81687984497183,5.02362273599417
EML2,3.90775351066966,3.75597948588324,3.92392931468173,3.98271647697887,3.87438143225559,4.17956709654657,4.08295191732015,3.45311269080306,3.78404158811829,3.40461247780794,4.87822774264808,5.3128057950355,3.99566630003699,3.766734328091
HDGF,3.55000735441012,3.55127575438274,3.75597511953115,4.30441272035434,4.04333388556038,3.70986437727204,4.51236044834734,4.66831514298034,4.63504372142169,4.33483516071531,5.02531699554732,3.61463715409214,3.72611869406106,2.86901391440014
HPRT1,3.20798235977364,3.31264672194125,3.22344120934214,4.07011113047582,3.96132947674934,4.00957143200743,4.21921132336547,4.03388539871782,4.1028602072161,4.11293134642858,4.42748739122745,4.20937849266566,4.22269306995326,5.02362273599417
GALNS,3.55000735441012,3.55127575438274,2.93962089333755,3.98271647697887,4.26461401992626,4.0970716835637,4.51236044834734,4.4468234298324,4.53258787840614,4.79968964035458,4.71442159914491,3.75481421385341,3.3943653313673,3.58915210607507
SIAE,2.75881510914874,3.43688942971458,3.46049946846037,3.98271647697887,3.78185524220778,3.81683549642601,4.00967112448003,4.03388539871782,3.69196718812032,4.79968964035458,4.79864827802276,4.10844989385587,4.59141921398203,4.71274025418457
PDXK,3.33122231971088,3.84837850740358,4.00110120739748,3.44267489234056,3.78185524220778,2.59347357073696,4.34370462051082,4.4468234298324,4.23923134879727,4.46582470286975,3.59075491016882,4.55451306838085,4.11364078561529,5.09189851549475
TSN,3.55000735441012,3.43688942971458,3.22344120934214,3.79023698444984,3.46225764988683,4.00957143200743,4.15268969831601,4.50546497727118,4.4784955844777,4.89576788690736,4.42748739122745,4.39224204046228,3.19466101030515,3.58915210607507
ANXA2,4.58938030761125,4.59891716394691,3.84239492811885,3.15354276915406,3.78185524220778,3.81683549642601,3.67246702586082,4.03388539871782,3.25051537152042,3.64476072173517,4.0689504249173,3.28533118563263,4.59141921398203,4.71274025418457
GCLC,3.98486564326738,3.84837850740358,4.44958131497775,3.56806531410524,3.57683896563117,3.91641962809647,3.76443962443268,4.25507849809621,4.1028602072161,3.64476072173517,3.59075491016882,4.83281363994942,3.72611869406106,3.766734328091
VBP1,3.73994096057909,3.75597948588324,3.75597511953115,3.98271647697887,3.96132947674934,3.91641962809647,3.93246795663345,3.67371097637403,4.17265649339427,3.52967766840395,4.0689504249173,4.20937849266566,3.8671785171225,3.766734328091
BCAM,4.25770925331244,4.23815598922913,3.08849929500469,4.07011113047582,4.19455846817798,4.17956709654657,2.78139836589901,2.68444247498666,2.96599568467055,3.40461247780794,3.59075491016882,3.4593596628752,5.47562825337409,5.81184331989005
IDE,4.53913075612885,4.65115831120052,4.14406608441303,3.44267489234056,3.46225764988683,3.91641962809647,3.93246795663345,4.25507849809621,4.1028602072161,4.19075386455819,2.87052274241237,3.75481421385341,3.99566630003699,2.86901391440014
GALNT2,4.19418193916621,3.93521424962126,3.56585998587379,2.98387517596422,3.20154998803994,3.33111788635302,3.46881062925699,3.45311269080306,3.37417170152042,3.64476072173517,4.71442159914491,3.88256926416918,5.23650745851822,5.09189851549475
PRDX6,3.64809754388623,3.43688942971458,3.84239492811885,3.44267489234056,3.33778484391684,3.46871393829317,4.51236044834734,4.38569690216851,4.4784955844777,4.26459243231498,4.52960568260306,3.75481421385341,4.74557073913876,2.05409420013722
ERP29,3.55000735441012,3.84837850740358,3.92392931468173,3.56806531410524,3.46225764988683,3.46871393829317,3.85089865728927,3.9519167873388,3.95223993047539,3.64476072173517,5.22116099790494,4.10844989385587,4.41880416591194,2.86901391440014
MANBA,2.75881510914874,3.02656962360087,2.37018113537312,3.98271647697887,3.78185524220778,3.81683549642601,3.67246702586082,3.9519167873388,4.17265649339427,2.7557250512015,4.95364610918823,4.83281363994942,4.88482969404354,4.71274025418457
IPO5,5.85449331337311,5.7946452451307,5.35869795876996,3.79023698444984,3.33778484391684,3.81683549642601,2.94757194825516,3.04225285179898,2.79948922561929,0.970107555577958,4.31758648745847,5.06601240171736,4.50769177428424,2.05409420013722
GALNT7,2.75881510914874,2.66937237058984,2.37018113537312,3.44267489234056,3.46225764988683,3.59432192266927,4.34370462051082,4.11144617124736,4.029514809433,4.74913943900482,3.76835394492991,3.4593596628752,5.12853429293766,5.72851009150129
NIBAN2,4.6379383992635,4.65115831120052,4.74708521230034,3.68342366980374,3.78185524220778,3.59432192266927,3.09656686713733,3.45311269080306,3.69196718812032,3.40461247780794,3.76835394492991,4.10844989385587,3.5697570737608,3.38660193243663
PFAS,3.64809754388623,3.43688942971458,2.93962089333755,4.78957452873536,4.67798147918931,4.71025573843205,4.00967112448003,4.4468234298324,4.30286906877823,0.970107555577958,3.76835394492991,5.67234774246843,4.11364078561529,2.05409420013722
GBE1,2.75881510914874,2.45099647857302,3.46049946846037,2.98387517596422,3.05109597513279,3.17900169483812,4.21921132336547,3.86500898675643,3.87059057316192,4.33483516071531,3.92646700946729,5.01115055826398,4.94972259667932,5.44503740258828
MAN2A1,2.75881510914874,2.19356649367957,0.875003141627423,3.44267489234056,3.57683896563117,3.81683549642601,4.40214153567914,4.32186543304007,4.30286906877823,4.98584523080952,2.87052274241237,3.75481421385341,5.95808431881373,6.23057700276824
LMAN2,3.90775351066966,4.30490036632992,4.21056448999441,3.56806531410524,3.05109597513279,3.0089353083393,3.67246702586082,3.67371097637403,3.78404158811829,3.94343374045177,4.42748739122745,3.61463715409214,4.11364078561529,4.19696541262012
PSMD2,4.43305513104473,4.23815598922913,4.21056448999441,3.79023698444984,3.33778484391684,3.81683549642601,3.76443962443268,3.32872237087975,3.4880608548379,4.11293134642858,4.19861812597937,4.47565783689629,3.72611869406106,2.51834436472457
XPO1,5.34179905929986,5.36497255488896,5.38772757784909,3.79023698444984,2.21543219554927,3.81683549642601,2.94757194825516,3.32872237087975,2.96599568467055,0,4.52960568260306,5.3128057950355,3.8671785171225,4.52793344246309
GSTO1,3.55000735441012,3.31264672194125,3.34683393700941,2.98387517596422,3.33778484391684,3.17900169483812,4.28280040522502,4.11144617124736,4.17265649339427,3.75133798498403,3.59075491016882,3.88256926416918,4.81687984497183,5.02362273599417
COPA,3.8262858305465,4.01711875952416,3.664046907934,3.56806531410524,3.05109597513279,3.46871393829317,3.35507721763994,3.56762411237549,3.69196718812032,3.52967766840395,4.42748739122745,4.55451306838085,4.59141921398203,3.92483407018895
WDR1,4.81731073452589,4.70157368473307,4.79120908351708,4.23046095285169,3.96132947674934,3.70986437727204,3.23160448319078,3.67371097637403,3.4880608548379,2.5347920257034,3.59075491016882,5.01115055826398,1.23834274816209,3.92483407018895
CAND1,5.39926908584716,5.0517698113621,5.03088599204817,3.98271647697887,3.33778484391684,4.0970716835637,2.37755694803547,2.87441215271289,2.79948922561929,0,3.38818285510002,5.44286616393733,4.59141921398203,4.52793344246309
ADSS2,3.64809754388623,3.31264672194125,3.664046907934,3.79023698444984,3.57683896563117,4.00957143200743,3.85089865728927,4.25507849809621,4.1028602072161,3.40461247780794,3.92646700946729,4.47565783689629,3.5697570737608,3.1508960348579
NAXE,2.92456714260332,3.02656962360087,3.34683393700941,3.56806531410524,3.46225764988683,3.70986437727204,4.40214153567914,4.18504907148928,3.69196718812032,4.26459243231498,4.87822774264808,3.08739300188541,4.59141921398203,3.38660193243663
PRDX5,3.98486564326738,4.3686929603325,4.60598839746596,4.23046095285169,4.19455846817798,4.00957143200743,4.34370462051082,4.71875479240327,4.30286906877823,2.27379829704961,3.15244730840954,3.08739300188541,2.34420950104055,2.86901391440014
MINPP1,3.90775351066966,3.84837850740358,3.92392931468173,2.79156098401869,3.57683896563117,3.0089353083393,3.57422946304155,3.32872237087975,3.69196718812032,3.75133798498403,3.76835394492991,3.61463715409214,4.94972259667932,4.71274025418457
CTSZ,3.64809754388623,3.75597948588324,3.92392931468173,3.3053399029244,3.33778484391684,3.33111788635302,3.46881062925699,3.45311269080306,3.4880608548379,3.52967766840395,4.52960568260306,3.75481421385341,4.41880416591194,4.31592623478702
ARHGDIA,3.44475821908342,3.1766874906299,3.56585998587379,3.3053399029244,3.57683896563117,3.33111788635302,4.80001899942407,4.32186543304007,4.36381789964366,4.11293134642858,3.76835394492991,2.85791276130325,3.8671785171225,3.766734328091
PPP1CA,3.64809754388623,3.75597948588324,3.75597511953115,3.88968434814537,3.33778484391684,3.81683549642601,3.23160448319078,3.45311269080306,3.78404158811829,3.11634697017422,4.31758648745847,4.47565783689629,3.8671785171225,3.58915210607507
IAH1,2.92456714260332,2.85899769615491,2.77359226354915,3.3053399029244,3.68298581076959,3.70986437727204,4.15268969831601,3.77252837041976,3.87059057316192,4.26459243231498,4.62497109130796,4.20937849266566,3.5697570737608,4.19696541262012
BTD,2.75881510914874,2.45099647857302,1.41577173093038,3.79023698444984,3.57683896563117,3.59432192266927,3.67246702586082,3.67371097637403,3.78404158811829,4.19075386455819,4.42748739122745,4.20937849266566,4.59141921398203,5.49632157658865
TFG,2.57151760075562,3.02656962360087,3.22344120934214,3.44267489234056,4.19455846817798,3.59432192266927,4.00967112448003,3.77252837041976,4.36381789964366,4.69675350651414,3.76835394492991,3.61463715409214,3.3943653313673,3.92483407018895
DDX39B,3.73994096057909,4.01711875952416,4.83402340796427,3.44267489234056,3.33778484391684,3.0089353083393,3.09656686713733,3.32872237087975,3.37417170152042,2.7557250512015,4.62497109130796,3.9999257955625,3.99566630003699,3.92483407018895
ACTR3,4.31855680513265,4.54471301847084,4.14406608441303,3.88968434814537,3.78185524220778,4.0970716835637,3.35507721763994,3.56762411237549,3.95223993047539,2.94727461263241,4.0689504249173,4.20937849266566,1.89473910179792,2.51834436472457
SMS,3.98486564326738,3.84837850740358,4.0743538223847,3.79023698444984,3.57683896563117,3.81683549642601,3.67246702586082,3.9519167873388,3.69196718812032,2.5347920257034,3.38818285510002,4.20937849266566,3.5697570737608,3.1508960348579
DDAH1,2.92456714260332,3.75597948588324,4.21056448999441,3.68342366980374,3.46225764988683,3.59432192266927,4.40214153567914,4.25507849809621,3.95223993047539,4.52711367474365,4.19861812597937,1.80729838568951,3.72611869406106,2.51834436472457
PPP1R7,3.07322314924793,3.31264672194125,2.93962089333755,3.68342366980374,3.57683896563117,3.59432192266927,4.00967112448003,4.11144617124736,3.87059057316192,3.52967766840395,3.92646700946729,4.20937849266566,3.3943653313673,3.766734328091
CAPNS1,3.07322314924793,3.65725525038434,3.56585998587379,3.68342366980374,3.78185524220778,3.91641962809647,3.35507721763994,3.86500898675643,3.4880608548379,3.64476072173517,4.0689504249173,4.30370560441847,3.8671785171225,2.51834436472457
FKBP4,4.37694155349423,4.65115831120052,4.95533302661282,3.3053399029244,3.20154998803994,3.33111788635302,3.35507721763994,2.87441215271289,3.11525809989854,2.94727461263241,4.19861812597937,2.24786502574996,4.11364078561529,4.06730666883819
RO60,3.07322314924793,3.1766874906299,3.08849929500469,3.56806531410524,3.20154998803994,3.46871393829317,3.57422946304155,3.1925863325403,2.96599568467055,3.85058071257757,3.38818285510002,3.61463715409214,4.88482969404354,5.68496601973484
ATRN,3.64809754388623,3.65725525038434,2.58594139324158,3.88968434814537,3.33778484391684,3.59432192266927,3.35507721763994,3.1925863325403,3.11525809989854,4.58590470920883,3.76835394492991,3.4593596628752,3.5697570737608,4.87653924732405
LMNB1,4.05806441314603,4.54471301847084,4.27413235447518,4.68271029375163,4.57145184074501,4.40204027147015,3.09656686713733,3.45311269080306,3.95223993047539,2.7557250512015,2.05542144898087,3.28533118563263,2.34420950104055,3.1508960348579
LGALS3,3.64809754388623,3.84837850740358,4.00110120739748,4.23046095285169,4.26461401992626,4.17956709654657,4.00967112448003,3.77252837041976,3.69196718812032,4.26459243231498,3.38818285510002,2.58489654140964,2.68640964602462,2.05409420013722
ECI1,1.40496558913105,0.921121929377462,2.93962089333755,3.79023698444984,3.68298581076959,3.59432192266927,4.15268969831601,3.9519167873388,4.029514809433,4.26459243231498,4.31758648745847,4.55451306838085,3.99566630003699,5.02362273599417
SYNCRIP,4.43305513104473,4.01711875952416,4.39343610288359,2.98387517596422,3.33778484391684,3.70986437727204,2.94757194825516,4.18504907148928,3.69196718812032,2.94727461263241,4.19861812597937,3.61463715409214,2.96280221005881,3.1508960348579
NUDT5,3.64809754388623,3.43688942971458,4.0743538223847,2.79156098401869,2.88310498825785,3.0089353083393,2.94757194825516,3.9519167873388,3.11525809989854,3.26766758549116,4.0689504249173,4.8947412723986,3.99566630003699,4.31592623478702
CLIC1,4.12772790829279,4.3686929603325,4.50362313182852,3.88968434814537,3.96132947674934,4.00957143200743,2.94757194825516,4.11144617124736,3.87059057316192,2.27379829704961,3.15244730840954,3.4593596628752,3.19466101030515,2.51834436472457
LAMA5,4.37694155349423,4.59891716394691,2.77359226354915,5.06956551239555,4.8699997933831,5.56457970115654,2.78139836589901,2.20754373973101,3.11525809989854,3.52967766840395,3.15244730840954,2.85791276130325,3.3943653313673,2.05409420013722
COPE,3.8262858305465,4.09462213849059,3.75597511953115,2.30719248234867,2.88310498825785,2.59347357073696,3.23160448319078,3.67371097637403,3.59361346823549,3.64476072173517,4.42748739122745,4.30370560441847,4.22269306995326,3.766734328091
KPNB1,5.28194438210548,5.0517698113621,5.35869795876996,4.15251267662574,4.4564243195121,4.40204027147015,1.42149211361405,3.32872237087975,2.39465901808086,0.970107555577958,3.38818285510002,4.70036361097552,3.99566630003699,1.36536450103624
CPOX,2.57151760075562,3.1766874906299,2.93962089333755,3.44267489234056,3.20154998803994,3.70986437727204,3.57422946304155,3.32872237087975,3.37417170152042,3.11634697017422,3.76835394492991,3.61463715409214,4.50769177428424,5.72851009150129
PTPA,3.33122231971088,3.1766874906299,3.92392931468173,3.44267489234056,2.6929426969253,2.81610842924801,3.57422946304155,3.67371097637403,3.37417170152042,3.52967766840395,4.0689504249173,4.20937849266566,3.5697570737608,4.62329400757067
DCPS,3.44475821908342,3.75597948588324,3.22344120934214,3.3053399029244,3.20154998803994,3.33111788635302,3.93246795663345,3.45311269080306,3.4880608548379,3.75133798498403,3.76835394492991,3.28533118563263,3.8671785171225,4.19696541262012
LMNB2,3.33122231971088,3.55127575438274,3.46049946846037,4.07011113047582,4.39527788896277,3.81683549642601,3.35507721763994,3.9519167873388,3.4880608548379,2.5347920257034,3.59075491016882,2.58489654140964,3.72611869406106,4.06730666883819
RNASET2,3.07322314924793,3.65725525038434,3.75597511953115,3.15354276915406,2.6929426969253,3.0089353083393,3.46881062925699,3.56762411237549,3.37417170152042,3.85058071257757,4.71442159914491,4.20937849266566,3.5697570737608,3.766734328091
NUDC,3.07322314924793,3.31264672194125,3.08849929500469,3.98271647697887,3.87438143225559,3.81683549642601,2.78139836589901,3.45311269080306,3.37417170152042,3.64476072173517,3.92646700946729,3.75481421385341,3.5697570737608,4.19696541262012
AK2,3.07322314924793,3.1766874906299,3.34683393700941,2.98387517596422,3.46225764988683,3.17900169483812,3.85089865728927,3.67371097637403,3.87059057316192,2.94727461263241,4.31758648745847,3.75481421385341,4.11364078561529,4.06730666883819
